Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Tamil,Bangla,Odiya, Ahomia
1,Health Centre Survey,228,Functional BP testing apparatus available?,R,2,Functional BP testing apparatus available? - कार्यशील रक्तचाप जाँच उपकरण उपलब्ध,Functional BP testing apparatus available? - இரத்த அழுத்தத்தை பரிசோதிக்கும் கருவி இருக்கிறதா,Functional BP testing apparatus available? - কার্যকরী রক্তচাপ (BP) পরীক্ষার যন্ত্র আছে কিনা?,Functional BP testing apparatus available? - କାର୍ଯ୍ୟକ୍ଷମ ରକ୍ତଚାପ ପରୀକ୍ଷା ମେସିନ୍ ଅଛି କି?,Functional BP testing apparatus available? - ( ৰক্তচাপ জোখা যন্ত্ৰ উপলব্ধনে ?)
1,Health Centre Survey,229,Vaccine storage facility available,R,2,Vaccine storage facility available - टीकों के भंडारण की सुविधा,Vaccine storage facility available - இரத்த அழுத்தத்தை பரிசோதிக்கும் கருவி இருக்கிறதா,Vaccine storage facility available - টিকা সংরক্ষণের সুবিধা আছে কিনা?,Vaccine storage facility available - ଟୀକା ସଂରକ୍ଷଣ ସୁବିଧା ରହିଛି,Vaccine storage facility available - (ভেক্সিন স্ংৰক্ষণৰ ব্যবস্থা আছেনে ?)
47,Growth Monitoring,230,Name of head of HouseHold,T,0,,,Name of Head of HouseHold পরিবারের প্রধানের নাম ,0,ঘৰৰ মুৰব্বীৰ নাম
47,Growth Monitoring,231,Name of Father,T,0,Name of Father - पिता का नाम,Name of Father - தந்தையின் பெயர்,Name of Father - বাবার নাম,Name of Father - ପିତାଙ୍କ ନାମ,Name of Father - ( পিতৃৰ নাম)
47,Growth Monitoring,232,Name of Mother,T,0,Name of Mother - माता -का नाम,Name of Mother - தாயின் பெயர்,Name of Mother - মায়ের নাম,Name of Mother - ମାଆଙ୍କ ନାମ,Name of Mother - (মাতৃৰ নাম)
47,Growth Monitoring,233,Data Collection Date,D,2,Data Collection Date - डेटा संग्रह दिनांक,Data Collection Date - தரவு சேகரிப்பு தேதி,Data collection date- ডাটা সংগ্রহের তারিখ ,0,তথ্য সংগ্ৰহৰ তাৰিখ
47,Growth Monitoring,234,Date of Birth,D,0,Date of Birth - बच्चे की जन्म-तिथि,Date of Birth - தகவல் சேகரிக்கும் நாள்,Date of Birth - জন্ম তারিখ,Date of Birth - ଜନ୍ମ ତାରିଖ,Date of Birth - ( শিশুটিৰ জন্মৰ তাৰিখ)
47,Growth Monitoring,235,Sex Of Child,R,0,,,Sex of Child সন্তানের লিঙ্গ ,0,শিশুটিৰ লিংগ
47,Growth Monitoring,236,Weight (in kgs),T,2,Weight (in kgs) - वज़न,Weight (in kgs) - எடை,Weight (in kgs) - ওজন,Weight (in kgs) - ଓଜନ କିଲୋଗ୍ରାମ୍ ଏବଂ ଗ୍ରାମ୍,Weight (in kgs) - ( ওজন )
47,Growth Monitoring,237,Height (in cms),T,2,Height (in cms) - ऊँचाई,Height (in cms) - உயரம்,Height (in cms) - উচ্চতা,Height (in cms) - ଉଚ୍ଚତା ସେଂଟିମିଟର (ସିଏମ୍),Height (in cms) - (উচ্চতা)
47,Growth Monitoring,238,Nutrition status,S,2,Nutrition status - पोषण स्तर,Nutrition status - உட்டச்சத்து நிலை,Nutrition status - পুষ্টির অবস্থান,Nutrition status - ପୋଷଣର ସ୍ଥିତି,Nutrition status - ( পুষ্টিৰ বিৱৰণ )
47,Growth Monitoring,239,Growth monitoring chart updated,S,2,Growth monitoring chart updated - क्या वृद्धि निगरानी चार्ट अपडेट किया गया है,Growth monitoring chart updated - வளர்ச்சி கண்காணிப்பு அட்டை....,Growth monitoring chart updated - শিশুর বৃদ্ধির তদারকি চার্ট সাম্প্রতিকতম কিনা,Growth monitoring chart updated - ବିକାଶ ନିରୀକ୍ଷଣ ଚାର୍ଟ ଅପଡେଟ୍,Growth monitoring chart updated - (বিকাশৰ নিৰিক্ষন তালিকা আপদেত হৈছেনে )
47,Growth Monitoring,240,Referal,S,2,Referal - रेफ़रल,Referal - பரிந்துரை,Referal - রেফারেল,Referal - ସହାୟତା ସେବା,Referal - ( স্পষ্ট কৰক)
47,Growth Monitoring,241,If Yes,R,0,,,If Yes যদি হ্যাঁ ,0,যদি হয়
47,Growth Monitoring,242,Whether referal service availed,S,2,Whether referal service availed - क्या रेफ़रल सेवाओं का उपयोग किया गया,Whether referal service availed - பரிந்துரை சேவை பெறப்பட்டதா,Whether referal service availed - রেফারেল সার্ভিস নেওয়া হয়েছে কিনা,Whether referal service availed - ଯଦ ସହାୟତା ସେବା ଉପଲବ୍ଧ ହେଉଥିଲେ,Whether referal service availed - ( ৰেফাৰেল সেৱাৰ সুবিধা কেতিয়াবা লোৱা হৈছিলনে )
47,Growth Monitoring,243,"If No,Reason for not availing",S,2,"If No,Reason for not availing - यदि नहीं, तो उपयोग न करने के कारण","If No,Reason for not availing - பெறப்படவில்லை எனில் காரணம் ","If No,Reason for not availing - যদি না হয় তবে কারন কী? ","If No,Reason for not availing - ଯଦି ନୁହେଁ, ଉପଲବ୍ଧ ନହେବାର କାରଣ - ","If No,Reason for not availing - (যদি নহয় কিয় কাৰণ লিখক)"
47,Growth Monitoring,244,Supl Nutrition,R,2,Supl Nutrition - पूरक पोषण आहार,Supl Nutrition - துணை ஊட்டச்சத்து,Supl Nutrition - সম্পূরক পুষ্টি,Supl Nutrition - ଅତିରିକ୍ତ ପୋଷଣ,Supl Nutrition - ( পুষ্টিৰ যোগান )
48,Labour and Migration,245,Name of Father,T,0,Name of Father - पिता का नाम,Name of Father - வீட்டு தலைவர்/தலைவியின் பெயர்,Name of Father - বাবার নাম,Name of Father - ପିତାଙ୍କର ନାମ,Name of Father - পিতৃৰ নাম
48,Labour and Migration,246,Name of Mother,T,0,Name of Mother - मां का नाम,Name of Mother - தந்தையின் பெயர்,Name of Mother - মায়ের নাম,Name of Mother - ମାତାଙ୍କର ନାମ,Name of Mother - মাতৃৰ নাম
48,Labour and Migration,247,Date of birth of child,D,0,Date of birth of child - बच्चे के जन्म की तारीख,Date of birth of child - குழந்தையின் பிறந்த தேதி,Date of birth of child - শিশুর জন্মতারিখ,Date of birth of child - ଶିଶୁର ଜନ୍ମ ତାରିଖ,Date of birth of child - শিশুৰ জন্মতাৰিখ
48,Labour and Migration,248,Date of collection,D,2,Date of collection - संग्रह की तारीख,Date of collection - தகவல் திரட்டப்படும் நாள்,Date of collection- সংগ্রহের তারিখ ,0,তথ্য সংগ্ৰহৰ তাৰিখ
48,Labour and Migration,249,Enrollment status,S,2,Enrollment status - नामांकन की स्थिति,Enrollment status - பள்ளி சேர்க்கை நிலை,Enrollment status - সংগ্রহের তারিখ,Enrollment status - ଶିଶୁ ବିଦ୍ୟାଳୟରେ ନାମ ଲେଖା ସ୍ଥିତି,Enrollment status - নামভৰ্তিৰ সাৰাংস
48,Labour and Migration,250,HH Chores involvement,S,2,HH Chores involvement - घरेलू कामकाज में लगाया जाना,HH Chores involvement - வீட்டு வேலைகளில் ஈடுபாடு,HH Chores involvement - বাড়ির টুকিটাকি কাজে যুক্ত থাকে-Q1,HH Chores involvement - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି,HH Chores involvement - ঘৰুৱা কামত অংশগ্ৰহন
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,HH Chores involvement - Before going to school - स्कूल जाने के पहले घरेलू कामकाज में लगाया जाना,HH Chores involvement - Before going to school - வீட்டு வேலைகளில் ஈடுபாடு- பள்ளிக்கு போகும் முன்,HH Chores involvement - Before going to school - বিদ্যালয় যাওয়ার আগে বাড়ির টুকিটাকি কাজে যুক্ত হয়,HH Chores involvement - Before going to school - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି - ବିଦ୍ୟାଳୟ ଯିବା ପୂର୍ବରୁ,HH Chores involvement - Before going to school - স্কুলত যোৱাৰ আগত ঘৰুৱা কামত অংশগ্ৰহন
